,Approval_Date,Loan,Valuation,Country,Origin,Joint,App1_Age,App2_Age,App1_G,App2_G,App1_Income,App2_Income,Property_Type,Area,Property_Age,Advance_Date
2788,09/07/2024,156000,215900,0,2,0,53,,0,,21832,,3,0,78,14/07/2024
2789,23/02/2022,227000,429100,0,2,1,57,56,1,0,16822,23342,2,,15,
2790,07/02/2022,114000,201900,0,0,0,18,,0,,21851,,0,0,207,
2791,21/08/2022,123000,141600,0,0,1,26,18,0,1,11546,8454,2,0,199,
2792,04/03/2023,125000,185400,0,1,0,43,,1,,20000,,2,0,56,
2793,25/11/2021,57000,124400,0,1,1,33,38,0,1,9917,10083,2,1,60,
2794,15/02/2023,29000,51000,0,2,0,34,,1,,20000,,2,0,79,
2795,12/05/2024,163000,297900,0,1,1,45,34,0,1,23424,15475,2,0,85,16/05/2024
2796,26/08/2024,347000,529700,0,1,1,54,41,1,0,24711,19703,2,1,78,
2797,15/02/2023,170000,350500,0,2,1,66,37,0,1,13715,13789,2,0,54,
2798,24/08/2023,211000,384400,0,1,1,37,61,1,0,13243,38510,3,0,73,15/09/2023
2799,26/03/2022,115000,200600,0,1,0,56,,0,,23497,,1,0,,
2800,03/06/2022,147000,196400,,2,0,41,,0,,20000,,0,0,56,
2801,28/02/2023,134000,195400,0,1,0,33,,1,,20000,,2,,8,
2802,27/12/2022,277000,479400,0,1,0,68,,0,,50719,,2,0,8,16/01/2023
2803,23/10/2022,85000,140400,0,1,0,63,,1,,20000,,2,2,18,
2804,26/03/2024,187000,383500,0,2,0,42,,0,,33082,,2,0,31,
2805,06/10/2023,43000,92700,1,1,0,63,,0,,20000,,2,1,88,
2806,26/04/2023,51000,80300,0,,1,59,55,0,1,11286,8714,2,1,7,30/05/2023
2807,23/05/2023,100000,202500,0,1,0,54,,0,,20000,,2,1,82,
2808,27/06/2023,240000,303300,0,1,1,31,30,1,0,19924,11338,2,1,63,
2809,09/09/2022,48000,72400,0,1,0,35,,1,,20000,,3,1,88,27/09/2022
2810,04/04/2022,122000,206500,0,1,1,55,50,0,0,7210,20386,1,0,7,
2811,01/09/2022,174000,242100,0,1,0,66,,1,,20112,,2,0,196,
2812,30/12/2022,175000,380900,0,0,1,50,34,0,0,10651,19925,3,0,88,
2813,07/08/2023,45000,64000,0,2,0,38,,0,,20000,,2,1,211,17/09/2023
2814,23/04/2022,36000,51200,0,0,1,46,62,0,1,10022,9978,2,,94,
2815,12/08/2023,270000,462000,0,2,0,49,,1,,32484,,2,1,90,
2816,12/03/2024,118000,213700,0,2,0,54,,1,,26214,,2,0,55,
2817,16/08/2024,125000,209600,0,1,1,42,50,0,1,18293,1707,3,0,183,
2818,02/04/2023,221000,354200,2,2,0,41,,1,,37310,,3,2,233,
2819,25/03/2024,62000,100500,0,1,0,50,,1,,20000,,2,1,224,
2820,23/08/2023,99000,163600,0,1,0,44,,1,,20000,,2,2,74,22/09/2023
2821,07/09/2021,304000,486700,0,1,0,37,,1,,45956,,3,1,10,
2822,16/04/2023,83000,391400,0,1,0,48,,0,,29633,,2,0,35,
2823,03/02/2024,73000,129400,2,1,1,44,18,0,1,13962,6038,2,0,52,
2824,25/04/2024,122000,207200,2,1,0,51,,1,,20000,,1,2,158,27/05/2024
2825,03/12/2023,290000,337500,1,1,0,54,,0,,24838,,2,,,
2826,08/05/2024,167000,287700,0,1,1,37,47,0,0,5006,25742,2,0,11,
2827,05/10/2021,157000,196700,0,2,1,54,64,0,1,4554,15446,0,2,66,
2828,28/06/2022,108000,184800,0,1,0,66,,0,,20000,,2,,71,14/07/2022
2829,21/02/2023,32000,46000,0,2,1,75,36,0,1,11020,8980,2,1,83,27/02/2023
2830,13/04/2022,141000,204800,0,1,0,70,,0,,20870,,2,1,51,26/05/2022
2831,27/04/2022,57000,73600,0,1,0,60,,1,,20000,,2,0,56,
2832,09/09/2021,109000,210500,,2,0,42,,0,,20920,,1,2,183,
2833,30/05/2022,378000,733100,0,1,0,45,,1,,66178,,2,0,197,
2834,28/08/2022,211000,284500,0,1,0,41,,1,,24552,,2,1,83,
2835,13/02/2023,340000,473500,,1,0,41,,1,,42299,,2,0,2,06/03/2023
2836,10/04/2024,81000,184800,0,1,1,46,60,0,1,11192,8808,2,0,96,
2837,02/02/2023,278000,439200,0,1,1,47,48,0,1,11835,18329,2,0,46,16/03/2023
2838,02/10/2022,119000,213600,0,1,1,43,62,1,0,11356,12624,1,0,88,
2839,08/05/2024,164000,402600,0,1,1,33,33,0,1,27869,26563,2,0,81,
2840,12/03/2022,131000,210800,0,,0,42,,0,,20148,,3,1,58,27/03/2022
2841,12/09/2021,745000,1156700,,1,0,46,,0,,84712,,2,0,59,
2842,24/12/2022,322000,457100,0,1,1,71,31,0,1,12975,18756,3,2,5,29/01/2023
2843,28/01/2023,47000,74800,0,1,0,50,,0,,20000,,2,0,71,
2844,30/11/2023,194000,423300,0,1,1,37,37,1,0,13504,16951,3,0,33,
2845,07/09/2022,248000,356200,0,2,0,48,,1,,29985,,2,0,2,
2846,04/07/2023,64000,113000,0,2,0,18,,0,,20000,,2,0,10,
2847,30/08/2024,230000,358700,0,1,1,48,18,1,0,15551,20479,2,2,82,
2848,12/09/2022,155000,389200,0,1,0,38,,0,,34154,,2,2,79,
2849,24/11/2021,669000,1053500,0,2,1,40,44,1,0,29990,40250,2,0,85,23/12/2021
2850,23/05/2022,99000,212200,2,1,1,33,44,0,1,9138,13006,1,2,74,
2851,08/09/2022,101000,209000,0,2,0,43,,0,,20000,,2,1,48,19/09/2022
2852,28/06/2023,157000,209200,0,2,0,18,,1,,24273,,1,0,57,
2853,05/09/2021,181000,514300,1,1,0,52,,1,,54906,,3,0,88,22/09/2021
2854,18/02/2023,548000,1223000,0,2,0,50,,1,,222645,,3,0,61,11/02/2023
2855,02/04/2023,115000,274000,0,2,1,18,24,1,0,10588,11652,3,0,163,
2856,06/09/2022,193000,268400,0,1,1,40,55,1,0,12137,24466,3,0,172,
2857,29/07/2024,106000,200800,3,1,0,45,,1,,20000,,2,0,80,
2858,28/08/2023,230000,320100,0,2,0,35,,0,,27334,,2,0,205,
2859,26/04/2023,282000,477800,1,1,1,38,48,1,0,12547,30073,3,0,179,
2860,17/09/2023,126000,193800,0,1,1,23,39,1,0,7874,12629,0,,134,
2861,01/09/2022,594000,792500,0,1,1,42,45,1,0,39254,30981,3,0,75,
2862,09/01/2024,44000,94500,0,1,1,59,57,1,0,7250,12750,2,,18,15/01/2024
2863,02/07/2023,30000,96400,0,2,0,45,,0,,20000,,3,0,85,04/07/2023
2864,22/08/2022,124000,201700,0,1,1,42,47,0,1,16253,3822,1,1,219,
2865,02/07/2023,141000,191500,0,1,1,43,29,0,1,9763,10237,,0,235,07/08/2023
2866,07/10/2021,169000,335800,0,2,0,62,,0,,29735,,3,0,51,
2867,23/04/2022,266000,377600,0,,1,29,63,0,1,17884,12328,2,0,5,
2868,23/06/2024,99000,124000,0,1,1,49,65,0,1,12459,7541,2,0,1,11/07/2024
2869,05/10/2022,125000,246900,0,1,0,57,,0,,24708,,2,0,12,
2870,25/09/2022,113000,202800,0,0,0,58,,1,,20000,,1,0,271,
2871,20/03/2022,73000,78300,0,1,0,59,,1,,20000,,2,0,69,
2872,13/08/2023,112000,207600,,2,0,58,,0,,20000,,1,2,202,11/09/2023
2873,12/02/2022,160000,206600,0,0,0,28,,1,,20000,,1,0,,23/03/2022
2874,15/07/2024,206000,352200,0,2,0,35,,1,,55734,,2,0,86,29/07/2024
2875,05/05/2023,95000,147900,1,,1,44,53,1,0,11880,8120,2,0,234,
2876,24/04/2023,472000,662700,0,1,0,45,,1,,79013,,2,0,161,09/06/2023
2877,19/04/2024,178000,222500,0,1,1,63,61,0,1,7079,12921,3,0,0,
2878,12/05/2022,83000,163700,0,2,1,75,56,0,1,6044,13956,2,2,,
2879,05/03/2022,96000,196100,0,2,0,58,,1,,25632,,0,0,13,
2880,03/09/2021,24000,65100,0,1,1,58,47,1,0,13495,6505,2,2,38,
2881,16/10/2022,63000,143300,1,2,0,46,,0,,20000,,2,,12,04/11/2022
2882,15/02/2023,369000,556500,0,2,1,23,63,1,0,24720,18449,3,0,157,16/03/2023
2883,13/03/2023,784000,992400,2,1,1,52,54,0,1,40803,37391,2,0,34,
2884,08/10/2023,104000,147900,0,1,0,27,,1,,20000,,2,0,81,
2885,31/08/2024,178000,316500,,1,0,29,,1,,30369,,3,0,49,
2886,03/02/2023,175000,336500,0,1,1,60,73,1,0,11831,22017,3,0,4,
2887,10/08/2024,206000,245300,0,1,0,18,,1,,23037,,3,0,143,
2888,07/02/2022,134000,246600,0,1,1,51,42,0,1,14170,8800,3,0,177,
2889,08/11/2021,51000,90800,0,1,1,66,18,0,1,14409,5591,2,0,0,
2890,05/12/2023,196000,281200,0,1,0,32,,0,,26677,,2,0,84,
2891,10/04/2022,64000,82000,0,1,0,27,,1,,20000,,2,0,74,04/05/2022
2892,22/06/2023,282000,493900,0,1,1,31,50,1,0,18598,16236,2,0,80,
2893,26/08/2024,56000,77500,0,1,1,36,29,1,0,8871,11129,2,2,74,
2894,16/03/2023,144000,211700,3,2,0,58,,0,,22398,,1,0,28,
2895,23/02/2023,130000,204700,0,1,0,44,,1,,20000,,0,2,85,
2896,31/05/2024,118000,157400,0,1,0,39,,1,,20000,,2,0,14,29/06/2024
2897,28/01/2023,121000,151500,0,0,1,53,57,0,0,10183,9817,2,0,38,
2898,03/08/2024,146000,256600,0,2,1,36,34,1,0,15724,5403,2,1,8,27/07/2024
2899,28/04/2023,71000,176400,0,0,1,38,64,0,1,11024,8976,3,0,4,11/05/2023
2900,12/08/2022,160000,474900,2,,1,32,31,0,1,28049,11333,2,1,13,
2901,17/03/2024,138000,175400,0,0,1,18,55,1,0,10257,10487,2,0,56,30/03/2024
2902,29/01/2024,132000,206700,0,1,1,33,23,1,0,8139,11861,2,1,6,09/02/2024
2903,27/12/2021,153000,209600,0,1,0,60,,0,,21544,,3,0,57,
2904,14/06/2022,85000,114800,0,2,0,23,,0,,20000,,2,0,81,28/06/2022
2905,02/03/2023,155000,288700,0,1,0,55,,0,,27649,,2,0,14,
2906,14/07/2022,172000,197700,0,,0,52,,1,,20000,,0,1,6,29/08/2022
2907,17/08/2023,173000,302500,0,1,0,54,,0,,25450,,2,0,16,
2908,11/09/2022,159000,230100,0,2,0,50,,1,,28499,,2,0,54,
2909,04/11/2023,97000,303000,0,1,0,20,,0,,26249,,2,1,12,
2910,20/11/2022,137000,293000,0,1,0,62,,0,,24793,,3,0,53,
2911,20/07/2022,262000,337200,0,1,1,41,32,1,0,21454,11576,3,0,,07/09/2022
2912,16/08/2024,81000,254900,2,2,0,41,,0,,20129,,2,1,59,25/08/2024
2913,04/09/2022,666000,945400,0,1,0,29,,1,,72236,,3,0,229,
2914,15/04/2023,93000,159100,0,,1,46,44,1,0,13271,6729,3,0,69,
2915,27/08/2023,164000,185100,0,,0,75,,0,,20000,,2,0,87,
2916,09/09/2022,107000,203000,2,0,0,42,,0,,22229,,0,0,46,
2917,19/06/2022,115000,189400,0,1,1,34,41,1,0,8916,11084,2,0,85,16/07/2022
2918,03/02/2024,207000,314000,0,1,1,52,44,1,0,16845,6583,2,0,216,
2919,24/10/2023,74000,88200,0,0,1,25,47,0,0,11578,8422,2,0,75,
2920,12/04/2023,144000,201400,,2,0,67,,0,,20032,,1,0,160,12/05/2023
2921,17/12/2022,153000,203500,0,1,0,49,,1,,24995,,,0,278,09/01/2023
2922,23/07/2022,131000,206900,3,1,0,46,,0,,21092,,1,0,16,
2923,12/02/2022,52000,169200,0,1,1,45,59,1,0,12587,7413,3,0,90,18/02/2022
2924,11/08/2023,395000,525300,0,1,0,61,,0,,44626,,3,0,190,
2925,14/01/2024,163000,512900,0,1,1,22,30,0,1,23536,21737,2,0,14,
2926,08/06/2023,102000,135600,0,1,0,36,,1,,20000,,2,0,,
2927,22/08/2023,173000,234400,0,2,0,44,,1,,20070,,2,0,53,07/09/2023
2928,15/02/2022,223000,367700,0,1,0,48,,1,,34611,,2,2,88,
2929,05/10/2021,160000,201300,0,0,0,54,,1,,20771,,1,1,177,
2930,06/01/2024,45000,157900,0,1,0,59,,0,,20000,,3,0,50,
2931,21/06/2024,160000,196500,0,1,1,37,43,1,0,13137,14350,0,0,90,
2932,02/09/2023,112000,200300,0,1,0,47,,1,,20000,,,0,12,
2933,10/04/2024,62000,83500,2,1,1,51,54,1,0,11393,8607,2,1,85,
2934,28/11/2022,138000,204700,0,1,1,59,59,1,0,7459,12541,1,0,234,
2935,28/08/2022,126000,204200,0,,0,37,,0,,20000,,2,0,59,
2936,01/09/2024,341000,568400,0,1,0,61,,0,,43023,,3,0,30,
2937,23/07/2023,117000,223100,0,0,1,36,39,0,1,17001,2999,2,1,86,
2938,15/01/2022,140000,217800,0,2,0,29,,1,,20000,,1,0,78,17/01/2022
2939,06/04/2024,127000,318900,0,2,1,54,22,1,0,14570,14348,2,0,0,09/05/2024
2940,21/02/2023,73000,128800,0,1,1,27,47,0,1,11119,8881,2,2,73,
2941,31/07/2024,126000,292800,0,1,1,55,50,0,1,14891,8948,2,0,58,
2942,27/05/2022,91000,276900,0,2,1,75,42,0,0,6133,25526,3,0,12,
2943,25/01/2022,295000,312800,0,0,0,48,,1,,28613,,2,0,192,
2944,07/02/2024,62000,80400,3,2,0,48,,0,,20000,,3,1,138,
2945,19/06/2023,123000,166700,0,1,0,45,,0,,20000,,2,0,87,
2946,28/08/2023,149000,347600,0,0,0,31,,0,,31700,,2,0,224,
2947,28/01/2023,84000,240500,0,1,1,55,45,1,0,14823,10248,3,0,73,
2948,22/08/2024,301000,596100,0,1,0,41,,0,,48154,,2,0,184,
2949,11/08/2023,213000,247900,2,1,0,19,,0,,29012,,3,0,58,
2950,25/02/2022,218000,359500,0,2,1,18,66,1,1,24080,15090,2,0,139,12/04/2022
2951,18/02/2023,407000,515700,0,1,0,42,,1,,49691,,3,0,179,
2952,06/12/2022,264000,529800,0,1,0,18,,0,,48498,,2,1,85,21/12/2022
2953,30/12/2021,139000,247800,0,,1,46,48,0,1,9742,13326,3,1,204,12/02/2022
2954,21/08/2024,111000,213200,,0,0,72,,1,,20991,,1,1,72,
2955,11/12/2021,86000,122300,0,1,0,59,,0,,20000,,2,1,191,26/01/2022
2956,03/01/2022,90000,209900,0,2,1,18,66,0,1,10756,9244,1,0,72,10/01/2022
2957,27/10/2021,54000,110600,0,1,0,41,,1,,20000,,2,0,77,
2958,01/09/2024,100000,169900,0,2,0,39,,0,,20000,,3,0,145,
2959,23/03/2023,269000,428700,1,0,0,63,,0,,52032,,2,0,217,
2960,24/02/2024,46000,97800,0,1,1,55,32,1,0,13453,6547,2,0,82,
2961,08/09/2021,135000,174500,2,2,1,62,75,0,1,15245,4755,2,1,164,13/10/2021
2962,12/08/2023,101000,152600,2,1,0,35,,0,,20000,,2,0,85,
2963,09/07/2023,75000,176700,0,1,0,23,,1,,20000,,2,0,216,
2964,28/01/2023,87000,164000,1,1,0,35,,0,,20000,,2,1,12,
2965,18/08/2024,157000,212200,0,1,1,18,53,0,1,14275,7260,1,0,,
2966,18/02/2022,184000,287100,0,2,1,33,61,0,0,6191,16056,2,0,192,
2967,27/09/2022,210000,331600,0,1,1,38,74,1,0,13954,19890,2,1,186,
2968,28/06/2022,209000,425700,0,1,0,26,,1,,42470,,3,0,,
2969,18/08/2023,123000,196200,0,2,0,51,,0,,24882,,1,0,235,16/09/2023
2970,19/02/2023,183000,346000,0,1,0,37,,1,,36990,,2,0,83,01/03/2023
2971,08/09/2022,461000,861900,2,1,1,62,61,0,1,43670,24796,2,2,37,
2972,27/03/2023,148000,202200,0,2,1,52,55,1,0,9723,10277,1,1,58,
2973,21/08/2023,199000,272300,2,1,0,18,,1,,22641,,,0,55,
2974,08/10/2023,382000,559800,,1,0,20,,0,,51863,,3,1,14,29/10/2023
2975,24/02/2022,460000,557600,0,2,0,56,,0,,60971,,2,1,229,
2976,26/07/2023,313000,413200,0,1,0,35,,0,,43070,,3,0,89,08/08/2023
2977,07/08/2024,124000,207500,0,1,0,38,,1,,21244,,1,0,11,
2978,09/09/2023,27000,65900,0,1,0,40,,1,,20000,,2,0,91,03/10/2023
2979,28/09/2023,54000,97000,0,1,0,64,,0,,20000,,2,0,72,04/10/2023
2980,24/02/2022,71000,102500,1,2,0,49,,1,,20000,,3,0,74,25/03/2022
2981,24/10/2023,65000,148100,0,2,1,35,47,1,0,14316,5684,2,0,14,
2982,30/06/2023,63000,94400,0,,1,61,52,1,1,8173,11827,2,2,50,30/06/2023
2983,08/09/2021,261000,448200,3,1,1,56,27,1,0,27420,42031,2,0,62,
2984,19/08/2023,101000,204500,0,1,0,38,,1,,24750,,0,0,73,
2985,14/09/2022,380000,449300,0,2,1,42,57,0,1,27495,8848,,0,50,
2986,03/06/2024,145000,235100,0,1,0,48,,0,,29745,,2,0,169,13/06/2024
2987,14/08/2023,90000,148200,0,2,1,53,26,1,0,12549,7451,2,0,60,
2988,05/08/2024,77000,205300,2,1,0,37,,0,,20000,,1,0,33,
2989,10/04/2024,108000,198800,0,1,1,48,53,0,1,13252,9003,0,1,63,
2990,08/04/2024,241000,385800,0,,0,59,,1,,30162,,,0,57,15/05/2024
2991,06/09/2023,580000,703700,0,1,0,36,,1,,98554,,3,0,,03/11/2023
2992,15/10/2022,70000,148900,0,1,0,44,,0,,20000,,2,0,173,
2993,09/09/2021,201000,412100,0,1,1,18,63,0,1,17754,23583,3,0,208,
2994,15/10/2021,269000,393700,0,1,0,18,,0,,33006,,,0,55,
2995,16/09/2022,98000,124900,0,2,0,37,,1,,20000,,2,2,96,22/10/2022
2996,01/09/2024,114000,169200,,0,1,72,56,1,0,6749,13251,2,0,58,
2997,27/06/2022,68000,150300,0,1,1,53,47,0,1,6469,13531,2,0,242,
2998,03/05/2023,71000,206700,0,1,1,75,44,0,1,3736,16264,1,1,10,
2999,06/12/2023,110000,210600,0,2,0,28,,0,,20000,,1,0,37,25/12/2023
3000,15/05/2023,73000,134900,0,0,0,18,,0,,20000,,2,0,57,
3001,25/01/2024,175000,216000,0,1,0,22,,1,,20000,,1,1,95,
3002,09/12/2023,77000,227000,0,2,1,28,30,1,0,13549,9740,2,0,91,
3003,28/01/2024,124000,176100,0,1,0,59,,1,,20000,,2,0,96,
3004,03/09/2023,130000,214600,0,1,1,40,73,0,1,11641,8359,2,0,209,
3005,16/06/2022,62000,116400,2,1,1,37,55,1,0,9224,10776,2,0,1,09/06/2022
3006,09/08/2024,81000,101900,0,2,0,30,,1,,20000,,2,0,17,
3007,19/11/2022,100000,199200,0,0,1,48,37,0,1,11263,8737,0,1,62,
3008,18/10/2023,210000,275300,0,1,0,36,,1,,20000,,2,0,12,
3009,14/08/2022,244000,410200,0,1,0,46,,0,,46269,,,0,53,
3010,23/10/2022,104000,189900,0,2,0,49,,0,,20000,,0,0,48,
3011,08/05/2023,226000,392300,0,2,0,55,,0,,31257,,2,0,52,27/05/2023
3012,02/07/2022,154000,214200,0,2,0,51,,1,,21698,,1,1,9,
3013,06/10/2023,151000,212000,0,2,0,60,,1,,20000,,1,0,86,
3014,18/02/2024,159000,288500,0,1,0,37,,1,,21111,,2,1,52,
3015,06/11/2022,237000,255300,0,1,1,52,59,0,1,14260,6963,2,0,57,
3016,13/08/2024,108000,176100,0,1,1,61,25,1,0,14007,5993,2,0,27,
3017,17/06/2023,25000,51700,0,2,0,28,,1,,20000,,2,1,87,
3018,02/10/2023,98000,203000,0,1,0,33,,0,,20000,,1,0,80,20/10/2023
3019,30/08/2022,153000,208300,3,2,0,40,,0,,20000,,3,0,149,
3020,13/10/2022,139000,244400,0,2,0,44,,0,,28366,,2,,194,
3021,24/09/2022,113000,145300,1,0,1,75,28,1,0,5992,14008,2,0,45,
3022,06/09/2022,63000,92400,2,1,0,45,,0,,20000,,,0,,
3023,24/05/2023,124000,171300,1,1,1,18,37,0,1,10947,9053,2,0,5,14/06/2023
3024,12/09/2022,152000,209900,0,1,0,33,,1,,20000,,1,0,14,
3025,26/06/2022,138000,204900,0,1,0,43,,0,,20000,,2,2,11,
3026,16/06/2024,186000,279800,1,2,1,38,44,1,0,10983,11117,2,1,80,
3027,15/11/2023,150000,252200,0,1,1,34,34,0,1,21918,6006,2,,247,22/12/2023
3028,26/07/2023,92000,197500,,0,0,75,,0,,20000,,0,0,54,01/08/2023
3029,23/04/2023,295000,453200,0,1,1,75,39,1,1,17564,24437,3,0,76,18/05/2023
3030,28/05/2022,210000,331900,1,1,0,60,,0,,24065,,3,0,42,
3031,27/05/2022,51000,98800,0,1,0,62,,1,,20000,,2,0,80,
3032,11/08/2022,111000,153200,0,1,0,47,,1,,20000,,2,0,35,10/09/2022
3033,19/08/2023,79000,209200,0,1,1,32,58,0,1,9413,10587,1,0,81,
3034,19/08/2024,88000,146200,0,2,0,35,,1,,20000,,2,2,39,
3035,17/03/2024,61000,86800,0,1,0,19,,0,,20000,,2,2,14,
3036,15/03/2023,76000,131700,0,1,1,46,26,0,1,14415,5585,2,,170,
3037,09/09/2023,176000,297300,0,0,1,46,31,0,1,17628,5976,3,0,,05/10/2023
3038,30/08/2024,302000,406900,0,1,0,42,,1,,38547,,2,0,93,
3039,08/09/2023,366000,499400,0,2,0,52,,1,,43942,,3,0,85,
3040,26/03/2024,70000,84400,0,1,1,41,40,0,1,7005,12995,2,0,55,22/04/2024
3041,17/04/2023,106000,206500,0,1,0,69,,1,,20000,,1,0,58,
3042,27/08/2023,47000,112600,3,0,1,35,52,0,1,8427,11573,3,0,74,
3043,20/11/2023,21000,38400,0,1,1,57,29,0,1,8703,11297,2,0,182,
3044,23/05/2024,133000,165900,0,1,0,66,,1,,20000,,2,0,32,
3045,03/05/2023,119000,196600,0,0,1,72,49,1,0,12705,7295,0,0,81,22/05/2023
3046,23/01/2023,36000,58500,0,2,1,35,75,0,1,10620,9380,2,0,39,
3047,03/09/2022,29000,57600,,2,0,41,,0,,20000,,2,0,82,
3048,15/06/2022,154000,259600,0,2,1,47,34,0,1,8293,18266,2,0,9,
3049,23/05/2023,136000,190800,2,2,1,42,49,0,1,10765,9235,0,0,31,
3050,05/05/2022,59000,121100,0,1,0,61,,1,,20000,,3,0,70,06/05/2022
3051,30/04/2023,122000,267100,,1,0,38,,1,,21543,,,0,16,
3052,05/12/2021,97000,226900,0,2,0,58,,1,,20125,,3,0,17,
3053,23/05/2022,113000,232800,0,0,1,58,64,0,1,8943,16795,2,0,52,
3054,15/10/2021,181000,263600,,1,0,69,,1,,23854,,2,0,87,
3055,29/10/2022,299000,497400,,1,0,49,,1,,44089,,2,0,20,
3056,16/12/2021,40000,78000,0,1,1,43,42,0,1,11743,8257,2,1,28,
3057,25/07/2022,351000,534400,0,1,1,46,50,1,0,23911,12318,3,0,181,02/09/2022
3058,03/08/2024,182000,444000,0,,0,37,,0,,37090,,2,2,76,
3059,19/08/2022,122000,196900,0,1,1,46,64,0,1,4437,15563,,2,78,
3060,06/11/2022,118000,210200,0,2,0,75,,0,,20000,,1,0,9,
3061,10/05/2023,68000,100500,0,1,0,48,,1,,20000,,3,0,47,
3062,03/09/2022,24000,40400,2,1,0,40,,1,,20000,,2,0,76,
3063,15/08/2024,151000,207900,0,1,1,60,53,0,1,13252,11523,1,0,80,
3064,28/06/2023,123000,214000,0,2,1,69,71,0,1,11678,9335,1,0,70,
3065,11/08/2023,147000,278600,0,1,0,54,,0,,24109,,2,1,10,
3066,30/07/2023,123000,180300,0,1,0,69,,0,,20000,,2,0,172,18/09/2023
3067,30/05/2022,63000,170100,0,2,0,45,,0,,20000,,2,1,74,
3068,15/03/2022,428000,465800,0,1,1,51,31,0,1,15750,19381,3,1,176,
3069,11/03/2023,45000,158100,0,1,1,75,40,1,0,9231,10769,2,0,44,
3070,13/09/2021,118000,198900,0,2,0,45,,0,,20000,,2,1,18,
3071,16/08/2023,108000,201800,0,0,0,46,,1,,20000,,1,0,230,20/09/2023
3072,10/07/2024,38000,59700,0,1,1,42,31,1,0,9172,10828,3,0,77,30/07/2024
3073,13/05/2024,84000,198400,0,1,1,28,45,1,0,12573,10934,2,0,40,12/05/2024
3074,15/01/2023,158000,224300,0,1,0,62,,1,,20262,,3,2,55,10/02/2023
3075,17/08/2022,772000,1036800,0,2,1,27,25,1,0,28408,62388,3,2,2,
3076,26/02/2022,112000,157900,0,2,0,51,,0,,20000,,2,0,10,
3077,08/04/2023,33000,49100,0,1,1,46,27,0,1,8719,11281,2,0,49,05/04/2023
3078,17/04/2022,158000,239800,0,1,1,27,34,1,1,7656,12344,2,0,199,
3079,26/06/2023,84000,234100,0,1,0,51,,0,,20569,,2,2,7,
3080,25/06/2024,70000,124700,3,1,0,34,,1,,20000,,2,,,
3081,14/04/2024,155000,282900,0,0,0,65,,0,,35354,,3,0,15,19/05/2024
3082,28/05/2022,222000,345800,0,2,0,42,,0,,31096,,2,0,155,
3083,13/06/2023,123000,206900,0,1,1,46,61,0,1,13217,6783,1,0,59,
3084,06/10/2023,326000,421700,0,1,1,38,40,0,1,19138,17012,2,1,77,
3085,23/10/2021,139000,252400,0,1,0,39,,1,,31139,,2,1,202,
3086,11/02/2023,379000,629000,1,1,1,21,58,1,1,37591,40974,3,0,173,13/03/2023
3087,30/09/2021,63000,146700,0,1,0,24,,1,,20000,,3,1,27,
3088,27/05/2022,296000,422800,0,1,1,48,34,1,0,14000,19701,2,0,82,16/06/2022
3089,10/09/2022,376000,458400,0,0,1,57,40,0,1,7442,21921,3,0,93,
3090,01/09/2023,123000,209600,0,1,1,18,34,0,1,12901,8169,1,1,82,14/10/2023
3091,10/02/2024,142000,407700,0,2,0,49,,1,,29663,,3,0,58,
3092,04/04/2024,109000,168900,2,1,1,32,48,0,1,10476,9524,2,0,175,09/05/2024
3093,09/09/2021,117000,236500,0,1,1,72,30,1,0,14002,5998,2,0,43,
3094,08/10/2021,171000,313000,0,1,1,52,72,0,1,8813,16198,3,0,211,
3095,28/06/2023,267000,329700,0,2,0,28,,0,,31407,,2,0,51,
3096,02/09/2022,54000,67200,0,,0,32,,1,,20000,,2,0,80,15/10/2022
3097,11/03/2023,68000,84100,1,1,1,29,53,1,0,11947,8053,2,1,89,
3098,28/07/2023,338000,458400,0,2,0,62,,0,,41186,,3,0,198,
3099,12/02/2022,77000,130600,0,2,0,38,,1,,20000,,2,1,63,
3100,30/11/2022,282000,633000,2,1,0,64,,1,,56532,,3,0,88,
3101,07/10/2021,113000,228100,0,1,0,45,,0,,20000,,2,0,,23/10/2021
3102,22/07/2022,97000,178800,0,0,0,38,,0,,20000,,2,0,85,
3103,05/12/2023,247000,437700,0,0,1,26,31,0,0,15997,18972,2,,86,29/12/2023
3104,08/09/2023,207000,286800,0,2,0,61,,0,,22848,,2,0,80,
3105,23/03/2022,119000,196000,0,1,0,43,,0,,20000,,0,0,3,
3106,18/10/2022,339000,554400,0,2,0,39,,0,,60715,,2,1,18,09/11/2022
3107,30/08/2024,113000,195700,0,1,1,51,56,0,0,4845,19910,0,0,89,
3108,28/06/2022,98000,175100,0,1,0,70,,1,,20000,,2,0,161,
3109,04/07/2024,316000,565700,0,1,0,47,,1,,59545,,3,0,7,
3110,02/06/2023,87000,117300,0,1,0,31,,0,,20000,,2,0,4,
3111,28/08/2024,229000,343200,0,1,0,30,,1,,31186,,2,0,80,
3112,03/09/2021,72000,168400,0,2,0,55,,0,,20000,,3,0,78,
3113,26/05/2022,75000,158300,0,1,0,36,,1,,20000,,2,0,89,
3114,16/03/2024,193000,283000,3,1,1,18,48,0,0,9838,15888,2,0,13,
3115,28/03/2024,189000,376100,0,2,0,75,,0,,38248,,2,0,13,
3116,28/03/2022,797000,1012900,0,1,1,40,47,1,0,28203,76835,3,,73,
